,id,full_text,entities,created_at,favourite,retweets,language,geo,in_reply
596,1294738131271348225,"William Perry Pendley has no business working at @blmnational and I'm happy to see his nomination to lead it withdrawn. In a Biden Administration, folks who spend their careers selling off public lands won't get anywhere near being tapped to protect them. https://t.co/a0GsuoCVpn","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BLMNational', 'name': 'BLMNational', 'id': 140457196, 'id_str': '140457196', 'indices': [49, 61]}], 'urls': [{'url': 'https://t.co/a0GsuoCVpn', 'expanded_url': 'https://www.outdoorlife.com/story/blogs/opencountry/pendley-withdrawn-bureau-land-managment-nominee/', 'display_url': 'outdoorlife.com/story/blogs/op…', 'indices': [256, 279]}]}",2020-08-15 20:50:00,15368,3709,en,,
597,1294715482298372098,"This was a big week for our campaign: @KamalaHarris joined me on the ticket and we had our best fundraising week yet. Together, we are building the coalition that will beat Donald Trump.

Chip in if you’re able to keep the momentum going: https://t.co/MIxfjbChaW","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [38, 51]}], 'urls': [{'url': 'https://t.co/MIxfjbChaW', 'expanded_url': 'https://joe.link/3iI2yj6', 'display_url': 'joe.link/3iI2yj6', 'indices': [239, 262]}]}",2020-08-15 19:20:00,13484,2833,en,,
598,1294681508859576321,I know a thing or two about being Vice President — and I know @KamalaHarris is the best partner I could have for the fight ahead.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [62, 75]}], 'urls': []}",2020-08-15 17:05:00,184533,20083,en,,
599,1294658859190059009,"Come January, there won’t be any time to waste repairing the damage of the last four years and beginning the work of building back better.

@KamalaHarris and I are ready to get to work on day one. https://t.co/xEkEVwTHs6","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [140, 153]}], 'urls': [], 'media': [{'id': 1294656663283269636, 'id_str': '1294656663283269636', 'indices': [197, 220], 'media_url': 'http://pbs.twimg.com/media/EfeLYDkXgAQhA8V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfeLYDkXgAQhA8V.jpg', 'url': 'https://t.co/xEkEVwTHs6', 'display_url': 'pic.twitter.com/xEkEVwTHs6', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294658859190059009/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",2020-08-15 15:35:00,45621,8059,en,,
600,1294636713051131909,"Donald Trump has had a lot of failures in his career, but he knows how to do one thing well: inherit something great and squander it. And never take any responsibility. https://t.co/mDTSFogeUW","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294635581541093376, 'id_str': '1294635581541093376', 'indices': [169, 192], 'media_url': 'http://pbs.twimg.com/media/Efd4VJ-XYAE9OJr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Efd4VJ-XYAE9OJr.jpg', 'url': 'https://t.co/mDTSFogeUW', 'display_url': 'pic.twitter.com/mDTSFogeUW', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294636713051131909/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 450, 'h': 450, 'resize': 'fit'}, 'large': {'w': 450, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 450, 'h': 450, 'resize': 'fit'}}}]}",2020-08-15 14:07:00,126435,40914,en,,
601,1294437399586627585,.@KamalaHarris' story is America's story. https://t.co/y871XVZlLX,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [1, 14]}], 'urls': [], 'media': [{'id': 1294417447227920390, 'id_str': '1294417447227920390', 'indices': [42, 65], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1294417447227920390/img/raegxe3ibrZlWgUn.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1294417447227920390/img/raegxe3ibrZlWgUn.jpg', 'url': 'https://t.co/y871XVZlLX', 'display_url': 'pic.twitter.com/y871XVZlLX', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294437399586627585/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-08-15 00:55:00,21408,4623,en,,
602,1294421041788456962,We’ve got to protect and expand Social Security — I’ll get it done as President. https://t.co/hnkhh6I1ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294420270321631234, 'id_str': '1294420270321631234', 'indices': [81, 104], 'media_url': 'http://pbs.twimg.com/media/Efa0YLKWAAIeva9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Efa0YLKWAAIeva9.jpg', 'url': 'https://t.co/hnkhh6I1ar', 'display_url': 'pic.twitter.com/hnkhh6I1ar', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294421041788456962/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",2020-08-14 23:50:00,27222,5216,en,,
603,1294400909640900608,"I know just how important Social Security is for countless Americans. That's why as president, I'll protect and strengthen it — not defund it.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-14 22:30:00,103744,16811,en,,
604,1294382034899677184,"This afternoon, @KamalaHarris and I filled out our paperwork to get on the ballot in November.

Now, we're counting on you to do your part to make sure you're set to vote.

Get registered today: https://t.co/Hy8C4mIL2M https://t.co/JzAonY8TCg","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [16, 29]}], 'urls': [{'url': 'https://t.co/Hy8C4mIL2M', 'expanded_url': 'http://IWillVote.com', 'display_url': 'IWillVote.com', 'indices': [195, 218]}], 'media': [{'id': 1294379179803398144, 'id_str': '1294379179803398144', 'indices': [219, 242], 'media_url': 'http://pbs.twimg.com/media/EfaPAZDX0AAZtEW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfaPAZDX0AAZtEW.jpg', 'url': 'https://t.co/JzAonY8TCg', 'display_url': 'pic.twitter.com/JzAonY8TCg', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294382034899677184/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 798, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1361, 'resize': 'fit'}}}]}",2020-08-14 21:15:00,44463,8066,en,,
605,1294374485093543936,"The fate of Social Security is on the ballot in November. As President, I will never, ever defund Social Security. I’ll strengthen it.

Anything less is a failure of a president’s most important duty: to care for the American people. https://t.co/1GaFbdd6u7","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294370592079196161, 'id_str': '1294370592079196161', 'indices': [234, 257], 'media_url': 'http://pbs.twimg.com/media/EfaHMhSXsAEAN5n.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfaHMhSXsAEAN5n.jpg', 'url': 'https://t.co/1GaFbdd6u7', 'display_url': 'pic.twitter.com/1GaFbdd6u7', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294374485093543936/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",2020-08-14 20:45:00,19951,5654,en,,
606,1294350074399449089,"People are losing their homes. Millions have already lost their paychecks. Our country is in crisis.

The virus isn’t taking a break — Republicans shouldn’t either. The House did their job. President Trump, bring the Senate back and pass a relief bill. Now.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-14 19:08:00,66228,16041,en,,
607,1294336737012068355,What kind of president tries to defund Social Security during an economic crisis? https://t.co/FO47IjABTF,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294330272641679362, 'id_str': '1294330272641679362', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/media/EfZiqwfX0AIeUlF.png', 'media_url_https': 'https://pbs.twimg.com/media/EfZiqwfX0AIeUlF.png', 'url': 'https://t.co/FO47IjABTF', 'display_url': 'pic.twitter.com/FO47IjABTF', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294336737012068355/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 450, 'h': 450, 'resize': 'fit'}, 'large': {'w': 450, 'h': 450, 'resize': 'fit'}, 'small': {'w': 450, 'h': 450, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}",2020-08-14 18:15:00,29372,9335,en,,
608,1294323650254868481,"Voting by mail is safe and secure. And don't take my word for it:
Take it from the President, who just requested his mail-in ballot for the Florida primary on Tuesday.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-14 17:23:00,318741,67529,en,,
609,1294297729678495744,"Today marks 85 years since the Social Security Act was signed into law, providing protection for the most vulnerable. Now we’re living in a moment where we must strengthen our commitment to Social Security — not defund it.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-14 15:40:00,62574,12589,en,,
610,1294280868605956098,"The choice we make this November will decide the future of America.

I have no doubt @KamalaHarris is the right partner to join me to lead our nation through this moment. https://t.co/YdJFksiCrI","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [85, 98]}], 'urls': [], 'media': [{'id': 1294279811314135040, 'id_str': '1294279811314135040', 'indices': [171, 194], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1294279811314135040/img/70PDvEhNQOU8uPMd.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1294279811314135040/img/70PDvEhNQOU8uPMd.jpg', 'url': 'https://t.co/YdJFksiCrI', 'display_url': 'pic.twitter.com/YdJFksiCrI', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294280868605956098/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-08-14 14:33:00,25620,4813,en,,
611,1294067462279843840,82 days. https://t.co/scZvNK1ZnQ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294065599417593857, 'id_str': '1294065599417593857', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/EfVxznFWsAEmsmV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfVxznFWsAEmsmV.jpg', 'url': 'https://t.co/scZvNK1ZnQ', 'display_url': 'pic.twitter.com/scZvNK1ZnQ', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294067462279843840/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",2020-08-14 00:25:00,128493,14234,en,,
612,1294057395887333376,".@KamalaHarris is going to stand with me in this campaign — and all of us are going to stand up for her.

Together, we're going to make history. https://t.co/Phw2Le7mrO","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [1, 14]}], 'urls': [], 'media': [{'id': 1294054153220743168, 'id_str': '1294054153220743168', 'indices': [145, 168], 'media_url': 'http://pbs.twimg.com/media/EfVoNyBWkAEj_Rd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfVoNyBWkAEj_Rd.jpg', 'url': 'https://t.co/Phw2Le7mrO', 'display_url': 'pic.twitter.com/Phw2Le7mrO', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294057395887333376/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-08-13 23:45:00,43734,8907,en,,
613,1294041792858529798,"There’s no better partner than @KamalaHarris to help me beat Donald Trump, but we can’t do it without your help.

Chip in today to help us win in November: https://t.co/k2hF0doNMG","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [31, 44]}], 'urls': [{'url': 'https://t.co/k2hF0doNMG', 'expanded_url': 'https://joe.link/2DOtgYo', 'display_url': 'joe.link/2DOtgYo', 'indices': [156, 179]}]}",2020-08-13 22:43:00,17316,3485,en,,
614,1294027196877508610,"The hard truth is Black women still only get paid 62 cents for every dollar white men make. It's unacceptable.

My administration will work to close the pay gap for Black women and create an economy where everyone gets a fair return for their work. #BlackWomensEqualPayDay https://t.co/UTADOjULxF","{'hashtags': [{'text': 'BlackWomensEqualPayDay', 'indices': [249, 272]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1294026511759138816, 'id_str': '1294026511759138816', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/EfVOQaNXYAASW7N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfVOQaNXYAASW7N.jpg', 'url': 'https://t.co/UTADOjULxF', 'display_url': 'pic.twitter.com/UTADOjULxF', 'expanded_url': 'https://twitter.com/JoeBiden/status/1294027196877508610/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}}}]}",2020-08-13 21:45:00,26877,5882,en,,
615,1293998759320444935,I know @KamalaHarris will work every single day to make life better for all Americans and build this nation back better than before. https://t.co/8hTslszBPC,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [7, 20]}], 'urls': [], 'media': [{'id': 1293998005989842945, 'id_str': '1293998005989842945', 'indices': [133, 156], 'media_url': 'http://pbs.twimg.com/media/EfU0VJ8WoAE61Jp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfU0VJ8WoAE61Jp.jpg', 'url': 'https://t.co/8hTslszBPC', 'display_url': 'pic.twitter.com/8hTslszBPC', 'expanded_url': 'https://twitter.com/JoeBiden/status/1293998759320444935/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 577, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 577, 'resize': 'fit'}}}]}",2020-08-13 19:52:00,30249,4760,en,,
616,1293970573559599105,"I first met @KamalaHarris through my son Beau. They grew close while fighting to take on the big banks — and he had enormous respect for her and her work.

There is no one’s opinion I valued more than Beau’s, and I’m proud to have Kamala standing with me on this campaign.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [12, 25]}], 'urls': []}",2020-08-13 18:00:00,85138,9293,en,,
617,1293957487436140549,.@DrBiden and I are keeping the people of Iowa and everyone impacted by Monday's derecho in our prayers. We've got to make sure Iowans and those across the midwest get the relief they need for a quick and full recovery. https://t.co/nsPQUKDbp2,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrBiden', 'name': 'Dr. Jill Biden', 'id': 821784477076750338, 'id_str': '821784477076750338', 'indices': [1, 9]}], 'urls': [{'url': 'https://t.co/nsPQUKDbp2', 'expanded_url': 'https://twitter.com/USATODAY/status/1293610451327123456', 'display_url': 'twitter.com/USATODAY/statu…', 'indices': [220, 243]}]}",2020-08-13 17:08:00,18384,3625,en,,
618,1293936600552939520,"When I was making my decision, I knew I needed someone who’s ready to help lead the nation on day one.

@KamalaHarris is that person. https://t.co/7PZUupy8Dm","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [104, 117]}], 'urls': [], 'media': [{'id': 1293936169147871232, 'id_str': '1293936169147871232', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/EfT8FxwWsAAfCrU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfT8FxwWsAAfCrU.jpg', 'url': 'https://t.co/7PZUupy8Dm', 'display_url': 'pic.twitter.com/7PZUupy8Dm', 'expanded_url': 'https://twitter.com/JoeBiden/status/1293936600552939520/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1154, 'resize': 'fit'}}}]}",2020-08-13 15:45:00,35567,5930,en,,
619,1293910176026763264,"We are in a battle for the soul of this nation. And if we're going to get through these crises — we need to come together and unite for a better America.

@KamalaHarris gets that — and I believe there's no better person to help me get the job done.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [155, 168]}], 'urls': []}",2020-08-13 14:00:00,81159,12848,en,,
620,1293735273201770496,"When I called @KamalaHarris yesterday to ask her to be my running mate, I wanted to make sure Jill and Doug got to say hello. 

You’re honorary Bidens now! https://t.co/IILUjB6WfY","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [14, 27]}], 'urls': [], 'media': [{'id': 1293723863449247744, 'id_str': '1293723863449247744', 'indices': [156, 179], 'media_url': 'http://pbs.twimg.com/media/EfQ7mrhXoAI4fVV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfQ7mrhXoAI4fVV.jpg', 'url': 'https://t.co/IILUjB6WfY', 'display_url': 'pic.twitter.com/IILUjB6WfY', 'expanded_url': 'https://twitter.com/JoeBiden/status/1293735273201770496/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-08-13 02:25:00,90980,13218,en,,
621,1293690095762104320,"Heather Heyer was a brave young woman who saw what was happening in her hometown of Charlottesville and decided to fight against it. 

Let us honor her memory by continuing to stand against hate.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-12 23:25:29,46137,6816,en,,939091.0
622,1293690094554099713,"Three years ago today, white supremacists descended on Charlottesville with torches in hand and hate in their hearts. Our president said they were ""very fine people.""
 
It was clear then, and it's clear now: We are in a battle for the soul of our nation, and we must win.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-12 23:25:28,119606,21132,en,,
623,1293666570523168769,"Let's get to work, @KamalaHarris. https://t.co/EjtUpgaieI","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [19, 32]}], 'urls': [], 'media': [{'id': 1293665666973786112, 'id_str': '1293665666973786112', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EfQGEeoXYAAZ_yn.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EfQGEeoXYAAZ_yn.jpg', 'url': 'https://t.co/EjtUpgaieI', 'display_url': 'pic.twitter.com/EjtUpgaieI', 'expanded_url': 'https://twitter.com/JoeBiden/status/1293666570523168769/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 750, 'resize': 'fit'}, 'large': {'w': 750, 'h': 750, 'resize': 'fit'}}}]}",2020-08-12 21:52:00,267028,35462,en,,
624,1293659775796776961,One of the reasons I chose @KamalaHarris is because we both believe you can define America in one simple word — possibilities.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [27, 40]}], 'urls': []}",2020-08-12 21:25:00,124727,14770,en,,
625,1293658014197710850,"If you’re worried about whether you’ll have a job, worried about the poisons in the air you breathe and water you drink, worried about your civil rights or even your basic dignity being under attack—@KamalaHarris has had your back. Now, we have to have hers.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [199, 212]}], 'urls': []}",2020-08-12 21:18:00,65406,11566,en,,
626,1293657007522811912,"Working families need someone on their side...because they certainly don’t have anyone on their side with this president.
 
That’s going to change in the Biden-Harris administration.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-12 21:14:00,32358,5383,en,,
627,1293654742820777984,"This morning, little girls woke up across this nation — especially Black and Brown girls who so often may feel overlooked and undervalued in our society — potentially seeing themselves in a new way: As the stuff of Presidents and Vice Presidents.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-12 21:05:00,201399,24177,en,,
628,1293653486454833156,"We’ve all watched @KamalaHarris in the Senate go toe-to-toe with Trump officials trying to hide the truth, asking the tough questions that need to be asked — and not stopping until she gets an answer. She’s ready to do this job.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [18, 31]}], 'urls': []}",2020-08-12 21:00:00,53407,7501,en,,
629,1293651338157412352,"This afternoon, @KamalaHarris and I will be speaking together for the first time since yesterday’s big announcement. Tune in: https://t.co/xoRbSqGta8","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [16, 29]}], 'urls': [{'url': 'https://t.co/xoRbSqGta8', 'expanded_url': 'https://www.pscp.tv/w/cgL8UDFvUEVMQkJiT2xyS2R8MXlvS01YcUJEYk94UTIDlolpmemksnLEWK2e8wE2bl6MTlA6B_k7TW9sqNOM', 'display_url': 'pscp.tv/w/cgL8UDFvUEVM…', 'indices': [126, 149]}]}",2020-08-12 20:51:28,16320,3329,en,,
630,1293593087172730880,"Whether it's taking on the big banks or pushing for marriage equality—Kamala never shies away from fighting tooth and nail for what's right. It's why I chose her to be my running mate.

She'll wake up every day thinking about how to make life better for the people of our country.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-08-12 17:00:00,60529,9168,en,,
631,1293569178838929416,"As the daughter of Jamaican and Indian immigrants, @KamalaHarris grew up believing in the promise of America because she saw it firsthand.

Together, Kamala and I are going to fight every single day in the White House to make sure that promise is fulfilled for all Americans.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [51, 64]}], 'urls': []}",2020-08-12 15:25:00,94881,14342,en,,
632,1293554330851827712,"If @KamalaHarris and I are elected, we’re going to inherit multiple crises, a nation divided, and a world in disarray. We won’t have a minute to waste.
 
That's exactly why I picked her: She's ready to lead on day one.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [3, 16]}], 'urls': []}",2020-08-12 14:26:00,275336,36088,en,,
633,1293532721105403904,".@KamalaHarris is the daughter of proud immigrants—a mother from India and a father from Jamaica—who raised her to take action.
That’s exactly what this moment calls for: action. And we hope you’ll take action with us: https://t.co/K3mVwfTxXJ https://t.co/MZLAx9IN6C","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [1, 14]}], 'urls': [{'url': 'https://t.co/K3mVwfTxXJ', 'expanded_url': 'https://joe.link/3fLCrFX', 'display_url': 'joe.link/3fLCrFX', 'indices': [219, 242]}], 'media': [{'id': 1293524972946825216, 'id_str': '1293524972946825216', 'indices': [243, 266], 'media_url': 'http://pbs.twimg.com/media/EfOH_OGXkAATfFz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EfOH_OGXkAATfFz.jpg', 'url': 'https://t.co/MZLAx9IN6C', 'display_url': 'pic.twitter.com/MZLAx9IN6C', 'expanded_url': 'https://twitter.com/JoeBiden/status/1293532721105403904/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_user_id': 30354991, 'source_user_id_str': '30354991'}]}",2020-08-12 13:00:08,75460,17270,en,,
634,1293517596323655680,"Right now, America faces: 
 
- The worst pandemic in 100 years
- The worst economic crisis since the Great Depression
- The most powerful calls for racial justice in a generation
 
I need someone alongside me who's smart, tough, and ready to lead. @KamalaHarris is that person.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KamalaHarris', 'name': 'Kamala Harris', 'id': 30354991, 'id_str': '30354991', 'indices': [248, 261]}], 'urls': []}",2020-08-12 12:00:02,123785,19510,en,,
635,1293382196925837312,"Thanks to supporters like you, we are on track to have our biggest fundraising day ever. Together, we can win this.

Join us. https://t.co/B7uyMcat6n","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B7uyMcat6n', 'expanded_url': 'https://joe.link/3kxpTWB', 'display_url': 'joe.link/3kxpTWB', 'indices': [126, 149]}]}",2020-08-12 03:02:00,31932,5143,en,,
