,id,full_text,entities,created_at,favourite,retweets,language,geo,in_reply,date,time_of_day,tweet_length,hour,day_or_night,days_to_election
497,1305591921415344128,https://t.co/jBR4RR1w8c,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305581080108556290, 'id_str': '1305581080108556290', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305581080108556290/img/ytKZLsu4qD0ZYhdq.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305581080108556290/img/ytKZLsu4qD0ZYhdq.jpg', 'url': 'https://t.co/jBR4RR1w8c', 'display_url': 'pic.twitter.com/jBR4RR1w8c', 'expanded_url': 'https://twitter.com/WhiteHouse/status/1305581134449967104/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305581134449967104, 'source_status_id_str': '1305581134449967104', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",2020-09-14 19:39:05,19768,5301,und,,,2020-09-14 19:39:05,evening,1,15,1,50
498,1305591875231866880,https://t.co/x9QVfnl6Pk,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305580074234773504, 'id_str': '1305580074234773504', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305580074234773504/img/j4LKXE3yQ64JGJEY.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305580074234773504/img/j4LKXE3yQ64JGJEY.jpg', 'url': 'https://t.co/x9QVfnl6Pk', 'display_url': 'pic.twitter.com/x9QVfnl6Pk', 'expanded_url': 'https://twitter.com/WhiteHouse/status/1305580129406595073/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305580129406595073, 'source_status_id_str': '1305580129406595073', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",2020-09-14 19:38:54,21603,5676,und,,,2020-09-14 19:38:54,evening,1,4,1,50
499,1305557651292450818,I didn’t know there would be even a question about this! https://t.co/QVZn2A7PYc,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QVZn2A7PYc', 'expanded_url': 'https://twitter.com/JuliaDavisNews/status/1305330543840702465', 'display_url': 'twitter.com/JuliaDavisNews…', 'indices': [57, 80]}]}",2020-09-14 17:22:54,86141,16935,en,,,2020-09-14 17:22:54,evening,12,4,1,50
500,1305553036769542145,"ABC’s Trump In Trouble Poll Surveyed Just 533, Not Likely Voters, Asked Over 20% More Biden Supporters Than Conservatives https://t.co/dePnJdlEOf via @TheNatPulse   Total Fake Poll. ABC is just like the rest of them!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheNatPulse', 'name': 'The National Pulse 🚨', 'id': 3066129832, 'id_str': '3066129832', 'indices': [150, 162]}], 'urls': [{'url': 'https://t.co/dePnJdlEOf', 'expanded_url': 'https://thenationalpulse.com/news/abcs-trump-in-trouble-poll-surveyed-just-533-not-likely-voters-asked-over-20-more-biden-supporters-than-conservatives/', 'display_url': 'thenationalpulse.com/news/abcs-trum…', 'indices': [122, 145]}]}",2020-09-14 17:04:34,31110,9609,en,,,2020-09-14 17:04:34,evening,33,3,1,50
501,1305543790120194048,https://t.co/UXQpB87t87,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305543766137217024, 'id_str': '1305543766137217024', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/Eh45I2NVoAAnQrI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh45I2NVoAAnQrI.jpg', 'url': 'https://t.co/UXQpB87t87', 'display_url': 'pic.twitter.com/UXQpB87t87', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1305543790120194048/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 655, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1242, 'h': 678, 'resize': 'fit'}, 'small': {'w': 680, 'h': 371, 'resize': 'fit'}}}]}",2020-09-14 16:27:50,79476,15209,und,,,2020-09-14 16:27:50,afternoon,1,3,0,50
502,1305514263994224640,"Our people have all left Drudge. He is a confused MESS, has no clue what happened. Down 51%. @DRUDGE  They like REVOLVER and others!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DRUDGE', 'name': 'MATT DRUDGE', 'id': 247723476, 'id_str': '247723476', 'indices': [93, 100]}], 'urls': []}",2020-09-14 14:30:30,58711,13261,en,,,2020-09-14 14:30:30,afternoon,24,3,0,50
503,1305512070683619328,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-14 14:21:47,140363,29527,en,,,2020-09-14 14:21:47,afternoon,34,3,0,50
504,1305497210725912582,A made up HOAX that shows how low they are willing to go! https://t.co/wtXOhulfaO,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wtXOhulfaO', 'expanded_url': 'https://twitter.com/FDRLST/status/1304801944783826945', 'display_url': 'twitter.com/FDRLST/status/…', 'indices': [58, 81]}]}",2020-09-14 13:22:44,37275,11082,en,,,2020-09-14 13:22:44,afternoon,14,3,0,50
505,1305496717064716290,I am helping Minnesota greatly. OBiden was a Minnesota disaster! https://t.co/jY5UR64vkf,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jY5UR64vkf', 'expanded_url': 'https://twitter.com/davereaboi/status/1304825178803888131', 'display_url': 'twitter.com/davereaboi/sta…', 'indices': [65, 88]}]}",2020-09-14 13:20:46,33470,8181,en,,,2020-09-14 13:20:46,afternoon,11,2,0,50
506,1305496062275117056,"His handlers and the Fake News Media are doing everything possible to get him through the Election. Then he will resign, or whatever, and we are stuck with a super liberal wack job that NOBODY wanted! https://t.co/eHhy0yBx9o","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eHhy0yBx9o', 'expanded_url': 'https://twitter.com/Surabees/status/1304836795968950273', 'display_url': 'twitter.com/Surabees/statu…', 'indices': [201, 224]}]}",2020-09-14 13:18:10,39919,13373,en,,,2020-09-14 13:18:10,afternoon,37,2,0,50
507,1305494850943418368,Pathetic! https://t.co/pncz3G0hg3,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pncz3G0hg3', 'expanded_url': 'https://twitter.com/EmeraldRobinson/status/1304825473290194948', 'display_url': 'twitter.com/EmeraldRobinso…', 'indices': [10, 33]}]}",2020-09-14 13:13:22,56618,15036,en,,,2020-09-14 13:13:22,afternoon,2,2,0,50
508,1305494614443307014,Push it hard Marsha. DOJ must act. This should include Crooked Hillary’s illegal deletion of her emails. SPEED! https://t.co/9ezIhnyPSC,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9ezIhnyPSC', 'expanded_url': 'https://twitter.com/MarshaBlackburn/status/1304908112500002816', 'display_url': 'twitter.com/MarshaBlackbur…', 'indices': [112, 135]}]}",2020-09-14 13:12:25,51418,17881,en,,,2020-09-14 13:12:25,afternoon,19,1,0,50
509,1305493530630995968,"...And we’re not finished yet. All coming together like a highly complex, but beautiful, puzzle! https://t.co/3MRItgdhtk","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3MRItgdhtk', 'expanded_url': 'https://twitter.com/omriceren/status/1304916569303195649', 'display_url': 'twitter.com/omriceren/stat…', 'indices': [97, 120]}]}",2020-09-14 13:08:07,35256,9083,en,,,2020-09-14 13:08:07,afternoon,16,0,0,50
510,1305492716655005701,"No, riots and looting are just fine with Concast! https://t.co/RcQhv5c4OU","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RcQhv5c4OU', 'expanded_url': 'https://twitter.com/jasonrantz/status/1304969345240506369', 'display_url': 'twitter.com/jasonrantz/sta…', 'indices': [50, 73]}]}",2020-09-14 13:04:53,25762,6822,en,,,2020-09-14 13:04:53,afternoon,10,0,0,50
511,1305490565262319616,He’s BOTH! https://t.co/MLS8OySh6N,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MLS8OySh6N', 'expanded_url': 'https://twitter.com/alimhaider/status/1305296723024248833', 'display_url': 'twitter.com/alimhaider/sta…', 'indices': [11, 34]}]}",2020-09-14 12:56:20,34925,8361,en,,,2020-09-14 12:56:20,afternoon,3,0,0,50
512,1305489946178777088,DOJ? https://t.co/iPpptrlMzy,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iPpptrlMzy', 'expanded_url': 'https://twitter.com/johncardillo/status/1305303635178532864', 'display_url': 'twitter.com/johncardillo/s…', 'indices': [5, 28]}]}",2020-09-14 12:53:52,31958,9843,und,,,2020-09-14 12:53:52,afternoon,2,0,0,50
513,1305487258036781056,I do! https://t.co/H9Eghnqpuy,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/H9Eghnqpuy', 'expanded_url': 'https://twitter.com/TimKennedyMMA/status/1305294772656115712', 'display_url': 'twitter.com/TimKennedyMMA/…', 'indices': [6, 29]}]}",2020-09-14 12:43:11,297573,61155,und,,,2020-09-14 12:43:11,afternoon,3,23,0,50
514,1305486992830951431,Action must be taken! https://t.co/ELlsxLld8a,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ELlsxLld8a', 'expanded_url': 'https://twitter.com/pnjaban/status/1305205159937490944', 'display_url': 'twitter.com/pnjaban/status…', 'indices': [22, 45]}]}",2020-09-14 12:42:08,29719,8384,en,,,2020-09-14 12:42:08,afternoon,5,23,0,50
515,1305385546202587138,Biden Handlers know this is a lie! https://t.co/QKLEkpb2ig,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QKLEkpb2ig', 'expanded_url': 'https://twitter.com/Lrihendry/status/1302239124687118336', 'display_url': 'twitter.com/Lrihendry/stat…', 'indices': [35, 58]}]}",2020-09-14 05:59:01,46290,13500,en,,,2020-09-14 05:59:01,morning,8,21,0,50
516,1305382534524534786,https://t.co/WuLi07jXaK,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305314690466275328, 'id_str': '1305314690466275328', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305314690466275328/img/4ImcgZnVFCR_ollY.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305314690466275328/img/4ImcgZnVFCR_ollY.jpg', 'url': 'https://t.co/WuLi07jXaK', 'display_url': 'pic.twitter.com/WuLi07jXaK', 'expanded_url': 'https://twitter.com/NextRevFNC/status/1305333698494111744/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305333698494111744, 'source_status_id_str': '1305333698494111744', 'source_user_id': 851526166100029442, 'source_user_id_str': '851526166100029442'}]}",2020-09-14 05:47:03,13361,4207,und,,25073877.0,2020-09-14 05:47:03,morning,1,20,0,50
517,1305382305402241024,https://t.co/qZ1OCJznjL,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305314585508012034, 'id_str': '1305314585508012034', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/Eh12szmWkAE4_iN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh12szmWkAE4_iN.jpg', 'url': 'https://t.co/qZ1OCJznjL', 'display_url': 'pic.twitter.com/qZ1OCJznjL', 'expanded_url': 'https://twitter.com/NextRevFNC/status/1305332394740809728/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'source_status_id': 1305332394740809728, 'source_status_id_str': '1305332394740809728', 'source_user_id': 851526166100029442, 'source_user_id_str': '851526166100029442'}]}",2020-09-14 05:46:09,31173,11790,und,,,2020-09-14 05:46:09,morning,1,19,0,50
518,1305373805376712705,Chicago‘s Fraternal Order of Police Endorses Donald Trump for Reelection https://t.co/KsDjK2rufh via @BreitbartNews,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BreitbartNews', 'name': 'Breitbart News', 'id': 457984599, 'id_str': '457984599', 'indices': [101, 115]}], 'urls': [{'url': 'https://t.co/KsDjK2rufh', 'expanded_url': 'https://www.breitbart.com/2020-election/2020/09/12/chicagos-fraternal-order-police-endorses-donald-trump-reelection/', 'display_url': 'breitbart.com/2020-election/…', 'indices': [73, 96]}]}",2020-09-14 05:12:22,32856,8541,en,,,2020-09-14 05:12:22,morning,13,18,0,50
519,1305358914951630848,"Beautiful evening in Henderson, Nevada with Great American Patriots. Thank you! #MAGA https://t.co/vffiSZ9tzP","{'hashtags': [{'text': 'MAGA', 'indices': [80, 85]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305358907355750400, 'id_str': '1305358907355750400', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/media/Eh2RAplU4AAioDn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh2RAplU4AAioDn.jpg', 'url': 'https://t.co/vffiSZ9tzP', 'display_url': 'pic.twitter.com/vffiSZ9tzP', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1305358914951630848/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1016, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 595, 'resize': 'fit'}, 'small': {'w': 680, 'h': 337, 'resize': 'fit'}}}]}",2020-09-14 04:13:12,55175,11664,en,,,2020-09-14 04:13:12,night,13,16,1,50
520,1305356032353263616,https://t.co/4LMKipzdWO,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305343569608290304, 'id_str': '1305343569608290304', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305343569608290304/img/D9w88-js21rXell6.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305343569608290304/img/D9w88-js21rXell6.jpg', 'url': 'https://t.co/4LMKipzdWO', 'display_url': 'pic.twitter.com/4LMKipzdWO', 'expanded_url': 'https://twitter.com/TeamTrump/status/1305343685291315202/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305343685291315202, 'source_status_id_str': '1305343685291315202', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-14 04:01:45,25098,6395,und,,,2020-09-14 04:01:45,night,1,13,1,50
521,1305355836886118400,"If you murder a police officer, you should receive the death penalty! https://t.co/07n5Rwrb4b","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305332796915879936, 'id_str': '1305332796915879936', 'indices': [70, 93], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305332796915879936/img/kmj5NDpH-_nhj1cc.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305332796915879936/img/kmj5NDpH-_nhj1cc.jpg', 'url': 'https://t.co/07n5Rwrb4b', 'display_url': 'pic.twitter.com/07n5Rwrb4b', 'expanded_url': 'https://twitter.com/TeamTrump/status/1305332926473736193/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305332926473736193, 'source_status_id_str': '1305332926473736193', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-14 04:00:58,115857,25133,en,,,2020-09-14 04:00:58,night,13,12,1,50
522,1305351399706783746,"...to the families of crime victims and fallen officers. In the Republican Party, we know that police officers are not villains, but HEROES who risk their lives to KEEP US SAFE 24/7/365!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-14 03:43:20,68319,15468,en,,25073877.0,2020-09-14 03:43:20,night,32,3,1,50
523,1305351398041636864,"...replied “Yes, Absolutely.” Biden calls for abolishing cash bail and closing prisons — and Biden even called law enforcement “the ENEMY.” Biden’s anti-police crusade must STOP. Furthermore, the corporations funding anti-police organizations should instead give their money...","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-14 03:43:20,60203,13633,en,,25073877.0,2020-09-14 03:43:20,night,37,3,1,50
524,1305351396808556544,"For the entire summer, Joe Biden was SILENT as left-wing mobs assaulted police officers. When Biden’s far-left supporters set fire to police cars, precinct stations, and courthouses, Joe Biden called them “PEACEFUL PROTESTORS.” When asked if he would cut police funding, Biden...","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-14 03:43:19,99168,25812,en,,,2020-09-14 03:43:19,night,42,2,1,50
525,1305349742667333632,Our thoughts are with the two @LASDHQ Sheriff Deputies who were shot in Los Angeles. We send our love and support to their families and we pray to God for their recovery. https://t.co/3leulrT42e,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LASDHQ', 'name': 'LA County Sheriffs', 'id': 46470122, 'id_str': '46470122', 'indices': [30, 37]}], 'urls': [], 'media': [{'id': 1305330501943734272, 'id_str': '1305330501943734272', 'indices': [171, 194], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305330501943734272/img/1xqBSX148GKgB061.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305330501943734272/img/1xqBSX148GKgB061.jpg', 'url': 'https://t.co/3leulrT42e', 'display_url': 'pic.twitter.com/3leulrT42e', 'expanded_url': 'https://twitter.com/TeamTrump/status/1305330950696570885/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1305330950696570885, 'source_status_id_str': '1305330950696570885', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-14 03:36:45,40804,10147,en,,,2020-09-14 03:36:45,night,33,2,1,50
526,1305287690158473217,"I was right, these people were all wrong, and now they criticize me. Such hypocrisy! https://t.co/sztQ7h5T4M","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305286300686323712, 'id_str': '1305286300686323712', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1305286300686323712/img/PQZi7Y8ElPqLGcBe.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1305286300686323712/img/PQZi7Y8ElPqLGcBe.jpg', 'url': 'https://t.co/sztQ7h5T4M', 'display_url': 'pic.twitter.com/sztQ7h5T4M', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1305287690158473217/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",2020-09-13 23:30:11,103883,36788,en,,,2020-09-13 23:30:11,night,16,2,1,51
527,1305274221686210562,https://t.co/MbCXl7N7lp,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1304985798027153408, 'id_str': '1304985798027153408', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1304985798027153408/img/XsDWD6EdAE4FGld6.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1304985798027153408/img/XsDWD6EdAE4FGld6.jpg', 'url': 'https://t.co/MbCXl7N7lp', 'display_url': 'pic.twitter.com/MbCXl7N7lp', 'expanded_url': 'https://twitter.com/TeamTrump/status/1304986006257532930/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1304986006257532930, 'source_status_id_str': '1304986006257532930', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-13 22:36:39,37855,10026,und,,,2020-09-13 22:36:39,evening,1,1,1,51
528,1305274192196059136,https://t.co/SWbPXMwyZ7,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1304985340650958854, 'id_str': '1304985340650958854', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1304985340650958854/img/iBxpAwtKGjpd192t.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1304985340650958854/img/iBxpAwtKGjpd192t.jpg', 'url': 'https://t.co/SWbPXMwyZ7', 'display_url': 'pic.twitter.com/SWbPXMwyZ7', 'expanded_url': 'https://twitter.com/TeamTrump/status/1304985739843821570/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1304985739843821570, 'source_status_id_str': '1304985739843821570', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-13 22:36:32,28942,7557,und,,,2020-09-13 22:36:32,evening,1,1,1,51
529,1305273808954167296,https://t.co/07JO5z1HTW,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1304974923081842688, 'id_str': '1304974923081842688', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1304974923081842688/img/LJB7cfYsOXIExY_B.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1304974923081842688/img/LJB7cfYsOXIExY_B.jpg', 'url': 'https://t.co/07JO5z1HTW', 'display_url': 'pic.twitter.com/07JO5z1HTW', 'expanded_url': 'https://twitter.com/TeamTrump/status/1304975591263932422/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1304975591263932422, 'source_status_id_str': '1304975591263932422', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-13 22:35:01,35778,9186,und,,,2020-09-13 22:35:01,evening,1,1,1,51
530,1305273710668951552,https://t.co/4huhvNl4wQ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1304977114614165510, 'id_str': '1304977114614165510', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/Ehw2DCQXcAcEuW2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ehw2DCQXcAcEuW2.jpg', 'url': 'https://t.co/4huhvNl4wQ', 'display_url': 'pic.twitter.com/4huhvNl4wQ', 'expanded_url': 'https://twitter.com/TeamTrump/status/1304977458995830784/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'source_status_id': 1304977458995830784, 'source_status_id_str': '1304977458995830784', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-13 22:34:38,31074,7967,und,,,2020-09-13 22:34:38,evening,1,1,1,51
531,1305219365743153152,"...and prices are coming down FAST! Also just ended all rebates to middlemen, further reducing prices.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-13 18:58:41,80034,16549,en,,25073877.0,2020-09-13 18:58:41,evening,16,1,1,51
532,1305219364044505090,Just signed a new Executive Order to LOWER DRUG PRICES! My Most Favored Nation order will ensure that our Country gets the same low price Big Pharma gives to other countries. The days of global freeriding at America’s expense are over...,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-13 18:58:40,182728,44303,en,,,2020-09-13 18:58:40,evening,41,1,1,51
533,1305177821866729472,"Sleepy Joe Biden has spent 47 years in politics being terrible to Hispanics. Now he is relying on Castro lover Bernie Sanders to help him out. That won’t work! Remember, Miami Cubans gave me the highly honored Bay of Pigs Award for all I have done for our great Cuban Population!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-13 16:13:36,139804,31807,en,,,2020-09-13 16:13:36,afternoon,51,0,0,51
534,1305171136087388160,https://t.co/DIYe3VIICW,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1305170924468011009, 'id_str': '1305170924468011009', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1305170924468011009/pu/img/BofBm6GHHHAKN2aM.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1305170924468011009/pu/img/BofBm6GHHHAKN2aM.jpg', 'url': 'https://t.co/DIYe3VIICW', 'display_url': 'pic.twitter.com/DIYe3VIICW', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1305171136087388160/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 324, 'resize': 'fit'}, 'small': {'w': 640, 'h': 324, 'resize': 'fit'}, 'large': {'w': 640, 'h': 324, 'resize': 'fit'}}}]}",2020-09-13 15:47:02,72157,21803,und,,,2020-09-13 15:47:02,afternoon,1,0,0,51
535,1305154297596792832,They just don’t get it! https://t.co/kGV9geK4l8,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kGV9geK4l8', 'expanded_url': 'https://twitter.com/KenWebsterII/status/1305147262025203712', 'display_url': 'twitter.com/KenWebsterII/s…', 'indices': [24, 47]}]}",2020-09-13 14:40:07,51395,12425,en,,,2020-09-13 14:40:07,afternoon,6,0,0,51
