,results,full_text,entities,created_at,favourite,retweets
199,1310024605554282496,"In just 3 and a half years, we have secured America’s Borders, rebuilt the awesome power of the U.S. Military, obliterated the ISIS caliphate, fixed our disastrous Trade Deals, and brought JOBS back home to America – and back to PENNSYLVANIA! #MAGA https://t.co/sWHvIjl2gQ","{'hashtags': [{'text': 'MAGA', 'indices': [243, 248]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1310024587778768897, 'id_str': '1310024587778768897', 'indices': [249, 272], 'media_url': 'http://pbs.twimg.com/media/Ei4ka_mUwAEY-w_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei4ka_mUwAEY-w_.jpg', 'url': 'https://t.co/sWHvIjl2gQ', 'display_url': 'pic.twitter.com/sWHvIjl2gQ', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1310024605554282496/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 279, 'resize': 'fit'}, 'small': {'w': 680, 'h': 158, 'resize': 'fit'}, 'large': {'w': 1800, 'h': 419, 'resize': 'fit'}}}]}",2020-09-27 01:12:59,71111,16538
200,1310023227289341953,"THANK YOU PENNSYLVANIA!
https://t.co/uQwRIKTPFN","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uQwRIKTPFN', 'expanded_url': 'https://www.pscp.tv/w/cj6LXTEyMzE3NDF8MXJteFBZQUxWdmdLTvun3LQxiX1WqbQ8dlcu8e0tYqq19fhiZU5LXiXsgwJx?t=1m2s', 'display_url': 'pscp.tv/w/cj6LXTEyMzE3…', 'indices': [24, 47]}]}",2020-09-27 01:07:31,57602,12697
201,1309971323561672704,https://t.co/gfRMOu2zVM,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gfRMOu2zVM', 'expanded_url': 'https://www.pscp.tv/w/cj5bYzFvTlFsTFJub1dwUXd8MWxEeEx5b0JOa2tLbRqvelQRlJ-QmLiZAv2vpFMP32h0AdSVVE5YW12e5VDA?t=1s', 'display_url': 'pscp.tv/w/cj5bYzFvTlFs…', 'indices': [0, 23]}]}",2020-09-26 21:41:16,95728,23119
202,1309891542610587648,https://t.co/ofod0iw22n,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ofod0iw22n', 'expanded_url': 'https://www.whitehouse.gov/briefings-statements/presidential-message-national-day-prayer-return-2020/', 'display_url': 'whitehouse.gov/briefings-stat…', 'indices': [0, 23]}]}",2020-09-26 16:24:15,86139,22777
203,1309876047324893188,https://t.co/TUReqm6LF7,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309875473204346886, 'id_str': '1309875473204346886', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1309875473204346886/pu/img/M3pvRuAf7iDbpdfk.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1309875473204346886/pu/img/M3pvRuAf7iDbpdfk.jpg', 'url': 'https://t.co/TUReqm6LF7', 'display_url': 'pic.twitter.com/TUReqm6LF7', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309876047324893188/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-09-26 15:22:40,47607,16770
204,1309867918138765312,https://t.co/36VXn3Xfxk,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309617186026254341, 'id_str': '1309617186026254341', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309617186026254341/img/rJUj8UQVcI94Aqhk.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309617186026254341/img/rJUj8UQVcI94Aqhk.jpg', 'url': 'https://t.co/36VXn3Xfxk', 'display_url': 'pic.twitter.com/36VXn3Xfxk', 'expanded_url': 'https://twitter.com/LouDobbs/status/1309622253613703170/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1309622253613703170, 'source_status_id_str': '1309622253613703170', 'source_user_id': 26487169, 'source_user_id_str': '26487169'}]}",2020-09-26 14:50:22,40707,12786
205,1309720365216731136,https://t.co/RUkIAj3UCf,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309720361060237312, 'id_str': '1309720361060237312', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/Ei0PuqwXgAAzuDW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ei0PuqwXgAAzuDW.jpg', 'url': 'https://t.co/RUkIAj3UCf', 'display_url': 'pic.twitter.com/RUkIAj3UCf', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309720365216731136/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1800, 'h': 723, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 482, 'resize': 'fit'}, 'small': {'w': 680, 'h': 273, 'resize': 'fit'}}}]}",2020-09-26 05:04:03,99688,19167
206,1309708250124873728,"Based on the strong recommendation of @SenDanSullivan and @repdonyoung of the Great State of Alaska, it is my honor to inform you that I will be issuing a Presidential Permit for the A2A Cross-Border Rail between Alaska &amp; Canada. Congratulations to the people of Alaska &amp; Canada!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SenDanSullivan', 'name': 'Sen. Dan Sullivan', 'id': 2891210047, 'id_str': '2891210047', 'indices': [38, 53]}, {'screen_name': 'repdonyoung', 'name': 'Rep. Don Young', 'id': 37007274, 'id_str': '37007274', 'indices': [58, 70]}], 'urls': []}",2020-09-26 04:15:54,93144,21902
207,1309696059204141056,https://t.co/BYFcvME3nv,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309696055542525954, 'id_str': '1309696055542525954', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/Eiz5n5pXsAI_jEI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eiz5n5pXsAI_jEI.jpg', 'url': 'https://t.co/BYFcvME3nv', 'display_url': 'pic.twitter.com/BYFcvME3nv', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309696059204141056/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 201, 'resize': 'fit'}, 'large': {'w': 1799, 'h': 532, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 355, 'resize': 'fit'}}}]}",2020-09-26 03:27:28,61275,12204
208,1309681325591281664,"THANK YOU VIRGINIA! #MAGA 
https://t.co/py3lLzBjPY","{'hashtags': [{'text': 'MAGA', 'indices': [20, 25]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/py3lLzBjPY', 'expanded_url': 'https://www.pscp.tv/w/cj1MeDEyMzE3NDF8MVJER2xyTlBtenp4TKDRoy3g7ucMK9IrnrjgkyQBhHV8VbC3MaMSRDUypWLa?t=6m31s', 'display_url': 'pscp.tv/w/cj1MeDEyMzE3…', 'indices': [27, 50]}]}",2020-09-26 02:28:55,82403,19868
209,1309657440753864704,"The Obama Administration was not out to get the facts, they were out to “get Trump”. Ken Starr...And got caught red handed - All of them. “Trump was right”, they said!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-26 00:54:00,181688,44217
210,1309624557897240576,https://t.co/DFvnZjg2Eh,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309624189188538368, 'id_str': '1309624189188538368', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309624189188538368/img/hk0bdSoT1v53c4BE.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309624189188538368/img/hk0bdSoT1v53c4BE.jpg', 'url': 'https://t.co/DFvnZjg2Eh', 'display_url': 'pic.twitter.com/DFvnZjg2Eh', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309624557897240576/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 426, 'h': 240, 'resize': 'fit'}, 'medium': {'w': 426, 'h': 240, 'resize': 'fit'}, 'small': {'w': 426, 'h': 240, 'resize': 'fit'}}}]}",2020-09-25 22:43:20,40982,15756
211,1309619971098632199,I will NEVER let you down! https://t.co/bqh7UAYebA,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309619942535434240, 'id_str': '1309619942535434240', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1309619942535434240/pu/img/2iZZUUTj7ljSMNzT.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1309619942535434240/pu/img/2iZZUUTj7ljSMNzT.jpg', 'url': 'https://t.co/bqh7UAYebA', 'display_url': 'pic.twitter.com/bqh7UAYebA', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309619971098632199/video/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 370, 'resize': 'fit'}, 'large': {'w': 874, 'h': 476, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 874, 'h': 476, 'resize': 'fit'}}}]}",2020-09-25 22:25:07,74103,21779
212,1309617799850004480,A three year HOAX. A failed COUP! https://t.co/hKBrtMwsZY,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hKBrtMwsZY', 'expanded_url': 'https://twitter.com/BrookeSingman/status/1309454867300339712', 'display_url': 'twitter.com/BrookeSingman/…', 'indices': [34, 57]}]}",2020-09-25 22:16:29,68977,22588
213,1309617040068620295,A great Scam against our Country! https://t.co/lVSgDxqBNp,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lVSgDxqBNp', 'expanded_url': 'https://twitter.com/nprpolitics/status/1309524951469187072', 'display_url': 'twitter.com/nprpolitics/st…', 'indices': [34, 57]}]}",2020-09-25 22:13:28,44528,13524
214,1309616463125385216,Great! https://t.co/9JOr7kDDG7,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9JOr7kDDG7', 'expanded_url': 'https://twitter.com/RonPaul/status/1309567134222233601', 'display_url': 'twitter.com/RonPaul/status…', 'indices': [7, 30]}]}",2020-09-25 22:11:10,111819,15830
215,1309613172513320966,"Governor Andrew Cuomo of New York wants to put New York at the END of the Vaccine List in that he doesn’t trust the @FDA or Federal Government, even though the Vaccines are being developed by the finest Labs in the World. Wish he trusted us on Nursing Homes!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FDA', 'name': 'FDA', 'id': 1255526396807561217, 'id_str': '1255526396807561217', 'indices': [116, 120]}], 'urls': []}",2020-09-25 21:58:06,120302,31737
216,1309605651769778176,BIG NEWS! The @Smithsonian American History Museum reopened today in our Nation’s Capital! Go visit @amhistorymuseum and learn about our GREAT Country’s history!,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'smithsonian', 'name': 'Smithsonian', 'id': 14199378, 'id_str': '14199378', 'indices': [14, 26]}, {'screen_name': 'amhistorymuseum', 'name': 'National Museum of American History', 'id': 17366486, 'id_str': '17366486', 'indices': [100, 116]}], 'urls': []}",2020-09-25 21:28:13,80663,17102
217,1309594346912587777,https://t.co/ZHqjSQ58NX,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309577602450022400, 'id_str': '1309577602450022400', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309577602450022400/img/8sg-F6QEMhwsg8ZQ.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309577602450022400/img/8sg-F6QEMhwsg8ZQ.jpg', 'url': 'https://t.co/ZHqjSQ58NX', 'display_url': 'pic.twitter.com/ZHqjSQ58NX', 'expanded_url': 'https://twitter.com/TeamTrump/status/1309577824844554240/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1309577824844554240, 'source_status_id_str': '1309577824844554240', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-25 20:43:18,33787,9318
218,1309594079823425537,https://t.co/BP4XACWJXj,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309572473923526657, 'id_str': '1309572473923526657', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309572473923526657/img/8cscoGZ7OvtpZnrw.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309572473923526657/img/8cscoGZ7OvtpZnrw.jpg', 'url': 'https://t.co/BP4XACWJXj', 'display_url': 'pic.twitter.com/BP4XACWJXj', 'expanded_url': 'https://twitter.com/TeamTrump/status/1309572917416656897/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1309572917416656897, 'source_status_id_str': '1309572917416656897', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-25 20:42:14,30557,8067
219,1309589621630799873,"I was honored to be back in Georgia with a truly incredible organization—BLACK VOICES FOR TRUMP, where I announced a brand new plan to deliver more opportunity, more security, more fairness, and more prosperity to black communities. #ThePlatinumPlan https://t.co/wBqUTUOVR6","{'hashtags': [{'text': 'ThePlatinumPlan', 'indices': [233, 249]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wBqUTUOVR6', 'expanded_url': 'https://www.pscp.tv/w/cjz1_DEyMzE3NDF8MXlOR2FCcFFFUk5KaoEXLTblGchBJp0jERtlQ_AR0fXmVidi1JHHZaPoARUJ?t=22m32s', 'display_url': 'pscp.tv/w/cjz1_DEyMzE3…', 'indices': [250, 273]}]}",2020-09-25 20:24:31,66565,17635
220,1309561189265965058,"Just landed in Atlanta, Georgia. On my way now, see everyone shortly! https://t.co/RmFoqFkKE1 https://t.co/tNe3hiwCHV","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RmFoqFkKE1', 'expanded_url': 'https://twitter.com/TeamTrump/status/1309548218754232320', 'display_url': 'twitter.com/TeamTrump/stat…', 'indices': [70, 93]}], 'media': [{'id': 1309561073448685580, 'id_str': '1309561073448685580', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1309561073448685580/pu/img/my85xs9_wWL_8mzC.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1309561073448685580/pu/img/my85xs9_wWL_8mzC.jpg', 'url': 'https://t.co/tNe3hiwCHV', 'display_url': 'pic.twitter.com/tNe3hiwCHV', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309561189265965058/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 325, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 612, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 574, 'resize': 'fit'}}}]}",2020-09-25 18:31:32,46990,10329
221,1309539128766128129,"Just had a great #LatinosForTrump Roundtable in Doral, Florida. We have achieved more for Hispanic-Americans in less than 47 months than Joe Biden has achieved in 47 years — and the best is yet to come. Thank you! #MAGA  
https://t.co/OITaFw99Er","{'hashtags': [{'text': 'LatinosForTrump', 'indices': [17, 33]}, {'text': 'MAGA', 'indices': [214, 219]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OITaFw99Er', 'expanded_url': 'https://www.pscp.tv/w/cjzFkTEyMzE3NDF8MWVhSmJ6QXZyYW9KWMDbwQMtXy9Ey0iABWipN_judvUac6X71Y9blXaOpday?t=1s', 'display_url': 'pscp.tv/w/cjzFkTEyMzE3…', 'indices': [222, 245]}]}",2020-09-25 17:03:53,65222,17436
222,1309455713882828802,"RINO Governor Charlie Baker of Massachusetts is unsuccessfully trying to defend Mail In Ballots, when there is fraud being found all over the place. Just look at some of the recent races, or the Trump Ballots in Pennsylvania that were thrown into the garbage. Wrong Charlie!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-25 11:32:25,77292,21904
223,1309453320264790021,Working hard in New Mexico. I built the Wall (security) and will totally protect your Second Amendment (The Dems want to obliterate it!). Will be there soon! https://t.co/feRRkLFM9a,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/feRRkLFM9a', 'expanded_url': 'https://twitter.com/HeyTammyBruce/status/1309203303616651264', 'display_url': 'twitter.com/HeyTammyBruce/…', 'indices': [158, 181]}]}",2020-09-25 11:22:54,43904,11259
224,1309448549294276609,"One of the worst polls in 2016 was the @FoxNews Poll. They were so ridiculously wrong. Fox said they were going to change pollsters, but they didn’t. They totally over sample Democrats to a point that a child could see what is going on. Rasmussen, which was accurate, at 52%.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [39, 47]}], 'urls': []}",2020-09-25 11:03:57,88125,20232
225,1309318790082187267,"THANK YOU FLORIDA! #MAGA 
https://t.co/gsFSghkmdM https://t.co/jwksiCOm1H","{'hashtags': [{'text': 'MAGA', 'indices': [19, 24]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gsFSghkmdM', 'expanded_url': 'http://Vote.DonaldJTrump.com', 'display_url': 'Vote.DonaldJTrump.com', 'indices': [26, 49]}], 'media': [{'id': 1309318783547445248, 'id_str': '1309318783547445248', 'indices': [50, 73], 'media_url': 'http://pbs.twimg.com/media/Eiuifx8XkAAcTTD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eiuifx8XkAAcTTD.jpg', 'url': 'https://t.co/jwksiCOm1H', 'display_url': 'pic.twitter.com/jwksiCOm1H', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309318790082187267/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 266, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 470, 'resize': 'fit'}, 'large': {'w': 1798, 'h': 704, 'resize': 'fit'}}}]}",2020-09-25 02:28:20,100001,21778
226,1309314144663986182,Democrats are Rigging our 2020 Election! https://t.co/1FwrJiuSNY,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309313335326801921, 'id_str': '1309313335326801921', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309313335326801921/img/h0vaqMVU2Xvf7yfs.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309313335326801921/img/h0vaqMVU2Xvf7yfs.jpg', 'url': 'https://t.co/1FwrJiuSNY', 'display_url': 'pic.twitter.com/1FwrJiuSNY', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309314144663986182/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 426, 'h': 240, 'resize': 'fit'}, 'medium': {'w': 426, 'h': 240, 'resize': 'fit'}, 'small': {'w': 426, 'h': 240, 'resize': 'fit'}}}]}",2020-09-25 02:09:52,78882,31192
227,1309301256968523777,"I was thrilled to be back in my home state of FLORIDA with thousands of loyal, hardworking American Patriots in Jacksonville! 40 days from now, we are going to WIN FLORIDA, and we are going to win 4 more years in the White House! VOTE!! #MAGA https://t.co/gsFSgh2KPc https://t.co/Pkyh6B1Hzh","{'hashtags': [{'text': 'MAGA', 'indices': [237, 242]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gsFSgh2KPc', 'expanded_url': 'http://Vote.DonaldJTrump.com', 'display_url': 'Vote.DonaldJTrump.com', 'indices': [243, 266]}], 'media': [{'id': 1309300885609000961, 'id_str': '1309300885609000961', 'indices': [267, 290], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1309300885609000961/pu/img/h2YMNsZwyXcmWBD5.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1309300885609000961/pu/img/h2YMNsZwyXcmWBD5.jpg', 'url': 'https://t.co/Pkyh6B1Hzh', 'display_url': 'pic.twitter.com/Pkyh6B1Hzh', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309301256968523777/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-09-25 01:18:39,71666,19220
228,1309297061871800322,"GREAT NEWS! PAC- 12 football is back this Fall! Congrats to the players, their families, the coaches, and the universities. The west coast games will kick off soon – You’re welcome!!! https://t.co/TdEv3oqxgY","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309296984625278976, 'id_str': '1309296984625278976', 'indices': [184, 207], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1309296984625278976/pu/img/_0PMidlnLx0hDX1c.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1309296984625278976/pu/img/_0PMidlnLx0hDX1c.jpg', 'url': 'https://t.co/TdEv3oqxgY', 'display_url': 'pic.twitter.com/TdEv3oqxgY', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309297061871800322/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 888, 'h': 380, 'resize': 'fit'}, 'large': {'w': 888, 'h': 380, 'resize': 'fit'}, 'small': {'w': 680, 'h': 291, 'resize': 'fit'}}}]}",2020-09-25 01:01:59,46460,10071
229,1309292358647734273,Thank you. United We Stand! https://t.co/nVm2mqRVlT,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nVm2mqRVlT', 'expanded_url': 'https://twitter.com/SenateGOP/status/1308128186987933704', 'display_url': 'twitter.com/SenateGOP/stat…', 'indices': [28, 51]}]}",2020-09-25 00:43:18,45024,11276
230,1309289455535050752,"Cheating on Unsolicited Ballots by political hacks, or anyone else, is against the law. We are closely watching!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-25 00:31:46,134081,31970
231,1309269556511162369,"Just landed in Florida. WOW, what a crowd, MASSIVE! Going to win FLORIDA BIG!! Live on @FoxNews, @OANN, and @cspan! #MAGA","{'hashtags': [{'text': 'MAGA', 'indices': [116, 121]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [87, 95]}, {'screen_name': 'OANN', 'name': 'One America News', 'id': 1209936918, 'id_str': '1209936918', 'indices': [97, 102]}, {'screen_name': 'cspan', 'name': 'CSPAN', 'id': 15675138, 'id_str': '15675138', 'indices': [108, 114]}], 'urls': []}",2020-09-24 23:12:41,87388,15802
232,1309268149242597377,"We are providing better care, and more choice, at lower cost. We are delivering a healthier, safer, brighter, and more prosperous future for EVERY citizen in our magnificent land – because we are proudly putting AMERICA FIRST! https://t.co/DgeDlpizk1","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309268128841392128, 'id_str': '1309268128841392128', 'indices': [227, 250], 'media_url': 'http://pbs.twimg.com/media/Eit0bSdU4AAjVMC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eit0bSdU4AAjVMC.jpg', 'url': 'https://t.co/DgeDlpizk1', 'display_url': 'pic.twitter.com/DgeDlpizk1', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1309268149242597377/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 424, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 638, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 638, 'resize': 'fit'}}}]}",2020-09-24 23:07:06,36030,9874
233,1309264913311756288,The FINAL PILLAR of the America First Healthcare Plan—better care! The historic action I took today includes the first-ever executive order to affirm it is the official policy of the United States Government to protect patients with pre-existing conditions.https://t.co/9EzYwHydwQ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309248995622088704, 'id_str': '1309248995622088704', 'indices': [257, 280], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309248995622088704/img/I8J48IX5p-4tz4af.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309248995622088704/img/I8J48IX5p-4tz4af.jpg', 'url': 'https://t.co/9EzYwHydwQ', 'display_url': 'pic.twitter.com/9EzYwHydwQ', 'expanded_url': 'https://twitter.com/WhiteHouse/status/1309249024181121034/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1309249024181121034, 'source_status_id_str': '1309249024181121034', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",2020-09-24 22:54:14,21205,6286
234,1309264908807094272,"The SECOND PILLAR of the America First Healthcare Plan will lower costs for families and seniors. The days of ripping off American patients are over. Today, I signed an historic executive order that ENDS surprise medical billing. 
https://t.co/6jjvOYcJx3","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1309247991493033985, 'id_str': '1309247991493033985', 'indices': [231, 254], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1309247991493033985/img/gWYEOSMoO1PhRwFz.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1309247991493033985/img/gWYEOSMoO1PhRwFz.jpg', 'url': 'https://t.co/6jjvOYcJx3', 'display_url': 'pic.twitter.com/6jjvOYcJx3', 'expanded_url': 'https://twitter.com/WhiteHouse/status/1309248018714157056/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1309248018714157056, 'source_status_id_str': '1309248018714157056', 'source_user_id': 822215673812119553, 'source_user_id_str': '822215673812119553'}]}",2020-09-24 22:54:13,21420,6132
